REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1960-04-01,British Columbia,2016A000259,v3,11,1596000
1960-04-01,Yukon,2016A000260,v4,12,14000
1960-04-01,Northwest Territories including Nunavut,,v5,13,22000
1960-07-01,Canada,2016A000011124,v1,1,17909000
1960-07-01,Newfoundland and Labrador,2016A000210,v2,2,449000
1960-07-01,Prince Edward Island,2016A000211,v8,3,103000
1960-07-01,Nova Scotia,2016A000212,v9,4,728000
1960-07-01,New Brunswick,2016A000213,v10,5,589000
1960-07-01,Quebec,2016A000224,v11,6,5152000
1960-07-01,Ontario,2016A000235,v12,7,6127000
1960-07-01,Manitoba,2016A000246,v13,8,908000
1960-07-01,Saskatchewan,2016A000247,v14,9,916000
1960-07-01,Alberta,2016A000248,v15,10,1296000
1960-07-01,British Columbia,2016A000259,v3,11,1605000
1960-07-01,Yukon,2016A000260,v4,12,14000
1960-07-01,Northwest Territories including Nunavut,,v5,13,22000
1960-10-01,Canada,2016A000011124,v1,1,18009000
1960-10-01,Newfoundland and Labrador,2016A000210,v2,2,452000
1960-10-01,Prince Edward Island,2016A000211,v8,3,104000
1960-10-01,Nova Scotia,2016A000212,v9,4,731000
1960-10-01,New Brunswick,2016A000213,v10,5,591000
1960-10-01,Quebec,2016A000224,v11,6,5187000
1960-10-01,Ontario,2016A000235,v12,7,6158000
1960-10-01,Manitoba,2016A000246,v13,8,911000
1960-10-01,Saskatchewan,2016A000247,v14,9,918000
1960-10-01,Alberta,2016A000248,v15,10,1307000
1960-10-01,British Columbia,2016A000259,v3,11,1614000
1960-10-01,Yukon,2016A000260,v4,12,14000
1960-10-01,Northwest Territories including Nunavut,,v5,13,22000
1961-01-01,Canada,2016A000011124,v1,1,18092000
1961-01-01,Newfoundland and Labrador,2016A000210,v2,2,454000
1961-01-01,Prince Edward Island,2016A000211,v8,3,104000
1961-01-01,Nova Scotia,2016A000212,v9,4,732000
1961-01-01,New Brunswick,2016A000213,v10,5,593000
1961-01-01,Quebec,2016A000224,v11,6,5212000
1961-01-01,Ontario,2016A000235,v12,7,6187000
1961-01-01,Manitoba,2016A000246,v13,8,916000
1961-01-01,Saskatchewan,2016A000247,v14,9,919000
1961-01-01,Alberta,2016A000248,v15,10,1317000
1961-01-01,British Columbia,2016A000259,v3,11,1621000
1961-01-01,Yukon,2016A000260,v4,12,14000
1961-01-01,Northwest Territories including Nunavut,,v5,13,23000
1961-04-01,Canada,2016A000011124,v1,1,18172000
1961-04-01,Newfoundland and Labrador,2016A000210,v2,2,456000
1961-04-01,Prince Edward Island,2016A000211,v8,3,104000
1961-04-01,Nova Scotia,2016A000212,v9,4,735000
1961-04-01,New Brunswick,2016A000213,v10,5,596000
1961-04-01,Quebec,2016A000224,v11,6,5238000
1961-04-01,Ontario,2016A000235,v12,7,6214000
1961-04-01,Manitoba,2016A000246,v13,8,919000
1961-04-01,Saskatchewan,2016A000247,v14,9,922000
1961-04-01,Alberta,2016A000248,v15,10,1325000
1961-04-01,British Columbia,2016A000259,v3,11,1626000
1961-04-01,Yukon,2016A000260,v4,12,14000
1961-04-01,Northwest Territories including Nunavut,,v5,13,23000
1961-07-01,Canada,2016A000011124,v1,1,18271000
1961-07-01,Newfoundland and Labrador,2016A000210,v2,2,459000
1961-07-01,Prince Edward Island,2016A000211,v8,3,105000
1961-07-01,Nova Scotia,2016A000212,v9,4,738000
1961-07-01,New Brunswick,2016A000213,v10,5,599000
1961-07-01,Quebec,2016A000224,v11,6,5268000
1961-07-01,Ontario,2016A000235,v12,7,6248000
1961-07-01,Manitoba,2016A000246,v13,8,923000
1961-07-01,Saskatchewan,2016A000247,v14,9,926000
1961-07-01,Alberta,2016A000248,v15,10,1335000
1961-07-01,British Columbia,2016A000259,v3,11,1632000
1961-07-01,Yukon,2016A000260,v4,12,15000
1961-07-01,Northwest Territories including Nunavut,,v5,13,23000
1961-10-01,Canada,2016A000011124,v1,1,18363000
1961-10-01,Newfoundland and Labrador,2016A000210,v2,2,462000
1961-10-01,Prince Edward Island,2016A000211,v8,3,106000
1961-10-01,Nova Scotia,2016A000212,v9,4,740000
1961-10-01,New Brunswick,2016A000213,v10,5,600000
1961-10-01,Quebec,2016A000224,v11,6,5300000
1961-10-01,Ontario,2016A000235,v12,7,6275000
1961-10-01,Manitoba,2016A000246,v13,8,927000
1961-10-01,Saskatchewan,2016A000247,v14,9,929000
1961-10-01,Alberta,2016A000248,v15,10,1345000
1961-10-01,British Columbia,2016A000259,v3,11,1640000
1961-10-01,Yukon,2016A000260,v4,12,15000
1961-10-01,Northwest Territories including Nunavut,,v5,13,24000
1962-01-01,Canada,2016A000011124,v1,1,18442000
1962-01-01,Newfoundland and Labrador,2016A000210,v2,2,464000
1962-01-01,Prince Edward Island,2016A000211,v8,3,107000
1962-01-01,Nova Scotia,2016A000212,v9,4,742000
1962-01-01,New Brunswick,2016A000213,v10,5,602000
1962-01-01,Quebec,2016A000224,v11,6,5324000
1962-01-01,Ontario,2016A000235,v12,7,6303000
1962-01-01,Manitoba,2016A000246,v13,8,930000
1962-01-01,Saskatchewan,2016A000247,v14,9,927000
1962-01-01,Alberta,2016A000248,v15,10,1356000
1962-01-01,British Columbia,2016A000259,v3,11,1648000
1962-01-01,Yukon,2016A000260,v4,12,15000
1962-01-01,Northwest Territories including Nunavut,,v5,13,24000
1962-04-01,Canada,2016A000011124,v1,1,18519000
1962-04-01,Newfoundland and Labrador,2016A000210,v2,2,466000
1962-04-01,Prince Edward Island,2016A000211,v8,3,107000
1962-04-01,Nova Scotia,2016A000212,v9,4,744000
1962-04-01,New Brunswick,2016A000213,v10,5,604000
1962-04-01,Quebec,2016A000224,v11,6,5350000
1962-04-01,Ontario,2016A000235,v12,7,6330000
1962-04-01,Manitoba,2016A000246,v13,8,933000
1962-04-01,Saskatchewan,2016A000247,v14,9,928000
1962-04-01,Alberta,2016A000248,v15,10,1363000
1962-04-01,British Columbia,2016A000259,v3,11,1655000
1962-04-01,Yukon,2016A000260,v4,12,15000
1962-04-01,Northwest Territories including Nunavut,,v5,13,24000
1962-07-01,Canada,2016A000011124,v1,1,18614000
1962-07-01,Newfoundland and Labrador,2016A000210,v2,2,469000
1962-07-01,Prince Edward Island,2016A000211,v8,3,107000
1962-07-01,Nova Scotia,2016A000212,v9,4,746000
1962-07-01,New Brunswick,2016A000213,v10,5,605000
1962-07-01,Quebec,2016A000224,v11,6,5381000
1962-07-01,Ontario,2016A000235,v12,7,6362000
1962-07-01,Manitoba,2016A000246,v13,8,937000
1962-07-01,Saskatchewan,2016A000247,v14,9,931000
1962-07-01,Alberta,2016A000248,v15,10,1373000
1962-07-01,British Columbia,2016A000259,v3,11,1663000
1962-07-01,Yukon,2016A000260,v4,12,15000
1962-07-01,Northwest Territories including Nunavut,,v5,13,25000
1962-10-01,Canada,2016A000011124,v1,1,18708000
1962-10-01,Newfoundland and Labrador,2016A000210,v2,2,471000
1962-10-01,Prince Edward Island,2016A000211,v8,3,107000
1962-10-01,Nova Scotia,2016A000212,v9,4,748000
1962-10-01,New Brunswick,2016A000213,v10,5,607000
1962-10-01,Quebec,2016A000224,v11,6,5413000
1962-10-01,Ontario,2016A000235,v12,7,6395000
1962-10-01,Manitoba,2016A000246,v13,8,940000
1962-10-01,Saskatchewan,2016A000247,v14,9,931000
1962-10-01,Alberta,2016A000248,v15,10,1382000
1962-10-01,British Columbia,2016A000259,v3,11,1674000
1962-10-01,Yukon,2016A000260,v4,12,15000
1962-10-01,Northwest Territories including Nunavut,,v5,13,25000
1963-01-01,Canada,2016A000011124,v1,1,18787000
1963-01-01,Newfoundland and Labrador,2016A000210,v2,2,473000
1963-01-01,Prince Edward Island,2016A000211,v8,3,107000
1963-01-01,Nova Scotia,2016A000212,v9,4,747000
1963-01-01,New Brunswick,2016A000213,v10,5,607000
1963-01-01,Quebec,2016A000224,v11,6,5437000
1963-01-01,Ontario,2016A000235,v12,7,6427000
1963-01-01,Manitoba,2016A000246,v13,8,944000
1963-01-01,Saskatchewan,2016A000247,v14,9,928000
1963-01-01,Alberta,2016A000248,v15,10,1391000
1963-01-01,British Columbia,2016A000259,v3,11,1686000
1963-01-01,Yukon,2016A000260,v4,12,15000
1963-01-01,Northwest Territories including Nunavut,,v5,13,25000
1963-04-01,Canada,2016A000011124,v1,1,18864000
1963-04-01,Newfoundland and Labrador,2016A000210,v2,2,474000
1963-04-01,Prince Edward Island,2016A000211,v8,3,108000
1963-04-01,Nova Scotia,2016A000212,v9,4,749000
1963-04-01,New Brunswick,2016A000213,v10,5,608000
1963-04-01,Quebec,2016A000224,v11,6,5461000
1963-04-01,Ontario,2016A000235,v12,7,6455000
1963-04-01,Manitoba,2016A000246,v13,8,947000
1963-04-01,Saskatchewan,2016A000247,v14,9,930000
1963-04-01,Alberta,2016A000248,v15,10,1398000
1963-04-01,British Columbia,2016A000259,v3,11,1694000
1963-04-01,Yukon,2016A000260,v4,12,15000
1963-04-01,Northwest Territories including Nunavut,,v5,13,25000
1963-07-01,Canada,2016A000011124,v1,1,18964000
1963-07-01,Newfoundland and Labrador,2016A000210,v2,2,477000
1963-07-01,Prince Edward Island,2016A000211,v8,3,108000
1963-07-01,Nova Scotia,2016A000212,v9,4,751000
1963-07-01,New Brunswick,2016A000213,v10,5,609000
1963-07-01,Quebec,2016A000224,v11,6,5489000
1963-07-01,Ontario,2016A000235,v12,7,6497000
1963-07-01,Manitoba,2016A000246,v13,8,950000
1963-07-01,Saskatchewan,2016A000247,v14,9,933000
1963-07-01,Alberta,2016A000248,v15,10,1407000
1963-07-01,British Columbia,2016A000259,v3,11,1702000
1963-07-01,Yukon,2016A000260,v4,12,15000
1963-07-01,Northwest Territories including Nunavut,,v5,13,26000
1963-10-01,Canada,2016A000011124,v1,1,19061000
1963-10-01,Newfoundland and Labrador,2016A000210,v2,2,479000
1963-10-01,Prince Edward Island,2016A000211,v8,3,109000
1963-10-01,Nova Scotia,2016A000212,v9,4,752000
1963-10-01,New Brunswick,2016A000213,v10,5,609000
1963-10-01,Quebec,2016A000224,v11,6,5518000
1963-10-01,Ontario,2016A000235,v12,7,6535000
1963-10-01,Manitoba,2016A000246,v13,8,953000
1963-10-01,Saskatchewan,2016A000247,v14,9,935000
1963-10-01,Alberta,2016A000248,v15,10,1414000
1963-10-01,British Columbia,2016A000259,v3,11,1716000
1963-10-01,Yukon,2016A000260,v4,12,15000
1963-10-01,Northwest Territories including Nunavut,,v5,13,26000
1964-01-01,Canada,2016A000011124,v1,1,19142000
1964-01-01,Newfoundland and Labrador,2016A000210,v2,2,480000
1964-01-01,Prince Edward Island,2016A000211,v8,3,109000
1964-01-01,Nova Scotia,2016A000212,v9,4,752000
1964-01-01,New Brunswick,2016A000213,v10,5,609000
1964-01-01,Quebec,2016A000224,v11,6,5541000
1964-01-01,Ontario,2016A000235,v12,7,6572000
1964-01-01,Manitoba,2016A000246,v13,8,955000
1964-01-01,Saskatchewan,2016A000247,v14,9,936000
1964-01-01,Alberta,2016A000248,v15,10,1419000
1964-01-01,British Columbia,2016A000259,v3,11,1728000
1964-01-01,Yukon,2016A000260,v4,12,15000
1964-01-01,Northwest Territories including Nunavut,,v5,13,26000
1964-04-01,Canada,2016A000011124,v1,1,19222000
1964-04-01,Newfoundland and Labrador,2016A000210,v2,2,482000
1964-04-01,Prince Edward Island,2016A000211,v8,3,109000
1964-04-01,Nova Scotia,2016A000212,v9,4,753000
1964-04-01,New Brunswick,2016A000213,v10,5,610000
1964-04-01,Quebec,2016A000224,v11,6,5566000
1964-04-01,Ontario,2016A000235,v12,7,6602000
1964-04-01,Manitoba,2016A000246,v13,8,957000
1964-04-01,Saskatchewan,2016A000247,v14,9,939000
1964-04-01,Alberta,2016A000248,v15,10,1425000
1964-04-01,British Columbia,2016A000259,v3,11,1737000
1964-04-01,Yukon,2016A000260,v4,12,15000
1964-04-01,Northwest Territories including Nunavut,,v5,13,27000
1964-07-01,Canada,2016A000011124,v1,1,19325000
1964-07-01,Newfoundland and Labrador,2016A000210,v2,2,484000
1964-07-01,Prince Edward Island,2016A000211,v8,3,109000
1964-07-01,Nova Scotia,2016A000212,v9,4,755000
1964-07-01,New Brunswick,2016A000213,v10,5,612000
1964-07-01,Quebec,2016A000224,v11,6,5593000
1964-07-01,Ontario,2016A000235,v12,7,6646000
1964-07-01,Manitoba,2016A000246,v13,8,960000
1964-07-01,Saskatchewan,2016A000247,v14,9,943000
1964-07-01,Alberta,2016A000248,v15,10,1431000
1964-07-01,British Columbia,2016A000259,v3,11,1750000
1964-07-01,Yukon,2016A000260,v4,12,15000
1964-07-01,Northwest Territories including Nunavut,,v5,13,27000
1964-10-01,Canada,2016A000011124,v1,1,19420000
1964-10-01,Newfoundland and Labrador,2016A000210,v2,2,485000
1964-10-01,Prince Edward Island,2016A000211,v8,3,109000
1964-10-01,Nova Scotia,2016A000212,v9,4,756000
1964-10-01,New Brunswick,2016A000213,v10,5,612000
1964-10-01,Quebec,2016A000224,v11,6,5621000
1964-10-01,Ontario,2016A000235,v12,7,6687000
1964-10-01,Manitoba,2016A000246,v13,8,961000
1964-10-01,Saskatchewan,2016A000247,v14,9,946000
1964-10-01,Alberta,2016A000248,v15,10,1436000
1964-10-01,British Columbia,2016A000259,v3,11,1765000
1964-10-01,Yukon,2016A000260,v4,12,15000
1964-10-01,Northwest Territories including Nunavut,,v5,13,27000
1965-01-01,Canada,2016A000011124,v1,1,19501000
1965-01-01,Newfoundland and Labrador,2016A000210,v2,2,485000
1965-01-01,Prince Edward Island,2016A000211,v8,3,109000
1965-01-01,Nova Scotia,2016A000212,v9,4,755000
1965-01-01,New Brunswick,2016A000213,v10,5,613000
1965-01-01,Quebec,2016A000224,v11,6,5644000
1965-01-01,Ontario,2016A000235,v12,7,6723000
1965-01-01,Manitoba,2016A000246,v13,8,962000
1965-01-01,Saskatchewan,2016A000247,v14,9,946000
1965-01-01,Alberta,2016A000248,v15,10,1443000
1965-01-01,British Columbia,2016A000259,v3,11,1779000
1965-01-01,Yukon,2016A000260,v4,12,15000
1965-01-01,Northwest Territories including Nunavut,,v5,13,27000
1965-04-01,Canada,2016A000011124,v1,1,19578000
1965-04-01,Newfoundland and Labrador,2016A000210,v2,2,486000
1965-04-01,Prince Edward Island,2016A000211,v8,3,109000
1965-04-01,Nova Scotia,2016A000212,v9,4,754000
1965-04-01,New Brunswick,2016A000213,v10,5,614000
1965-04-01,Quebec,2016A000224,v11,6,5668000
1965-04-01,Ontario,2016A000235,v12,7,6758000
1965-04-01,Manitoba,2016A000246,v13,8,964000
1965-04-01,Saskatchewan,2016A000247,v14,9,948000
1965-04-01,Alberta,2016A000248,v15,10,1445000
1965-04-01,British Columbia,2016A000259,v3,11,1790000
1965-04-01,Yukon,2016A000260,v4,12,15000
1965-04-01,Northwest Territories including Nunavut,,v5,13,27000
1965-07-01,Canada,2016A000011124,v1,1,19678000
1965-07-01,Newfoundland and Labrador,2016A000210,v2,2,488000
1965-07-01,Prince Edward Island,2016A000211,v8,3,109000
1965-07-01,Nova Scotia,2016A000212,v9,4,756000
1965-07-01,New Brunswick,2016A000213,v10,5,615000
1965-07-01,Quebec,2016A000224,v11,6,5694000
1965-07-01,Ontario,2016A000235,v12,7,6803000
1965-07-01,Manitoba,2016A000246,v13,8,965000
1965-07-01,Saskatchewan,2016A000247,v14,9,951000
1965-07-01,Alberta,2016A000248,v15,10,1451000
1965-07-01,British Columbia,2016A000259,v3,11,1804000
1965-07-01,Yukon,2016A000260,v4,12,14000
1965-07-01,Northwest Territories including Nunavut,,v5,13,28000
1965-10-01,Canada,2016A000011124,v1,1,19777000
1965-10-01,Newfoundland and Labrador,2016A000210,v2,2,489000
1965-10-01,Prince Edward Island,2016A000211,v8,3,109000
1965-10-01,Nova Scotia,2016A000212,v9,4,755000
1965-10-01,New Brunswick,2016A000213,v10,5,616000
1965-10-01,Quebec,2016A000224,v11,6,5720000
1965-10-01,Ontario,2016A000235,v12,7,6849000
1965-10-01,Manitoba,2016A000246,v13,8,963000
1965-10-01,Saskatchewan,2016A000247,v14,9,953000
1965-10-01,Alberta,2016A000248,v15,10,1453000
1965-10-01,British Columbia,2016A000259,v3,11,1827000
1965-10-01,Yukon,2016A000260,v4,12,15000
1965-10-01,Northwest Territories including Nunavut,,v5,13,28000
1966-01-01,Canada,2016A000011124,v1,1,19857000
1966-01-01,Newfoundland and Labrador,2016A000210,v2,2,490000
1966-01-01,Prince Edward Island,2016A000211,v8,3,108000
1966-01-01,Nova Scotia,2016A000212,v9,4,754000
1966-01-01,New Brunswick,2016A000213,v10,5,616000
1966-01-01,Quebec,2016A000224,v11,6,5740000
1966-01-01,Ontario,2016A000235,v12,7,6888000
1966-01-01,Manitoba,2016A000246,v13,8,962000
1966-01-01,Saskatchewan,2016A000247,v14,9,952000
1966-01-01,Alberta,2016A000248,v15,10,1456000
1966-01-01,British Columbia,2016A000259,v3,11,1848000
1966-01-01,Yukon,2016A000260,v4,12,15000
1966-01-01,Northwest Territories including Nunavut,,v5,13,28000
1966-04-01,Canada,2016A000011124,v1,1,19939000
1966-04-01,Newfoundland and Labrador,2016A000210,v2,2,492000
1966-04-01,Prince Edward Island,2016A000211,v8,3,108000
1966-04-01,Nova Scotia,2016A000212,v9,4,755000
1966-04-01,New Brunswick,2016A000213,v10,5,616000
1966-04-01,Quebec,2016A000224,v11,6,5762000
1966-04-01,Ontario,2016A000235,v12,7,6926000
1966-04-01,Manitoba,2016A000246,v13,8,963000
1966-04-01,Saskatchewan,2016A000247,v14,9,954000
1966-04-01,Alberta,2016A000248,v15,10,1459000
1966-04-01,British Columbia,2016A000259,v3,11,1862000
1966-04-01,Yukon,2016A000260,v4,12,14000
1966-04-01,Northwest Territories including Nunavut,,v5,13,28000
1966-07-01,Canada,2016A000011124,v1,1,20048000
1966-07-01,Newfoundland and Labrador,2016A000210,v2,2,494000
1966-07-01,Prince Edward Island,2016A000211,v8,3,109000
1966-07-01,Nova Scotia,2016A000212,v9,4,757000
1966-07-01,New Brunswick,2016A000213,v10,5,617000
1966-07-01,Quebec,2016A000224,v11,6,5787000
1966-07-01,Ontario,2016A000235,v12,7,6977000
1966-07-01,Manitoba,2016A000246,v13,8,963000
1966-07-01,Saskatchewan,2016A000247,v14,9,956000
1966-07-01,Alberta,2016A000248,v15,10,1465000
1966-07-01,British Columbia,2016A000259,v3,11,1880000
1966-07-01,Yukon,2016A000260,v4,12,14000
1966-07-01,Northwest Territories including Nunavut,,v5,13,29000
1966-10-01,Canada,2016A000011124,v1,1,20146000
1966-10-01,Newfoundland and Labrador,2016A000210,v2,2,496000
1966-10-01,Prince Edward Island,2016A000211,v8,3,109000
1966-10-01,Nova Scotia,2016A000212,v9,4,756000
1966-10-01,New Brunswick,2016A000213,v10,5,617000
1966-10-01,Quebec,2016A000224,v11,6,5808000
1966-10-01,Ontario,2016A000235,v12,7,7025000
1966-10-01,Manitoba,2016A000246,v13,8,959000
1966-10-01,Saskatchewan,2016A000247,v14,9,957000
1966-10-01,Alberta,2016A000248,v15,10,1470000
1966-10-01,British Columbia,2016A000259,v3,11,1905000
1966-10-01,Yukon,2016A000260,v4,12,15000
1966-10-01,Northwest Territories including Nunavut,,v5,13,29000
1967-01-01,Canada,2016A000011124,v1,1,20228000
1967-01-01,Newfoundland and Labrador,2016A000210,v2,2,496000
1967-01-01,Prince Edward Island,2016A000211,v8,3,109000
1967-01-01,Nova Scotia,2016A000212,v9,4,757000
1967-01-01,New Brunswick,2016A000213,v10,5,618000
1967-01-01,Quebec,2016A000224,v11,6,5826000
1967-01-01,Ontario,2016A000235,v12,7,7063000
1967-01-01,Manitoba,2016A000246,v13,8,958000
1967-01-01,Saskatchewan,2016A000247,v14,9,955000
1967-01-01,Alberta,2016A000248,v15,10,1476000
1967-01-01,British Columbia,2016A000259,v3,11,1926000
1967-01-01,Yukon,2016A000260,v4,12,15000
1967-01-01,Northwest Territories including Nunavut,,v5,13,29000
1967-04-01,Canada,2016A000011124,v1,1,20306000
1967-04-01,Newfoundland and Labrador,2016A000210,v2,2,498000
1967-04-01,Prince Edward Island,2016A000211,v8,3,109000
1967-04-01,Nova Scotia,2016A000212,v9,4,758000
1967-04-01,New Brunswick,2016A000213,v10,5,619000
1967-04-01,Quebec,2016A000224,v11,6,5846000
1967-04-01,Ontario,2016A000235,v12,7,7096000
1967-04-01,Manitoba,2016A000246,v13,8,961000
1967-04-01,Saskatchewan,2016A000247,v14,9,955000
1967-04-01,Alberta,2016A000248,v15,10,1483000
1967-04-01,British Columbia,2016A000259,v3,11,1937000
1967-04-01,Yukon,2016A000260,v4,12,15000
1967-04-01,Northwest Territories including Nunavut,,v5,13,29000
1967-07-01,Canada,2016A000011124,v1,1,20412000
1967-07-01,Newfoundland and Labrador,2016A000210,v2,2,500000
1967-07-01,Prince Edward Island,2016A000211,v8,3,109000
1967-07-01,Nova Scotia,2016A000212,v9,4,761000
1967-07-01,New Brunswick,2016A000213,v10,5,621000
1967-07-01,Quebec,2016A000224,v11,6,5870000
1967-07-01,Ontario,2016A000235,v12,7,7142000
1967-07-01,Manitoba,2016A000246,v13,8,964000
1967-07-01,Saskatchewan,2016A000247,v14,9,958000
1967-07-01,Alberta,2016A000248,v15,10,1493000
1967-07-01,British Columbia,2016A000259,v3,11,1950000
1967-07-01,Yukon,2016A000260,v4,12,15000
1967-07-01,Northwest Territories including Nunavut,,v5,13,29000
1967-10-01,Canada,2016A000011124,v1,1,20509000
1967-10-01,Newfoundland and Labrador,2016A000210,v2,2,502000
1967-10-01,Prince Edward Island,2016A000211,v8,3,109000
1967-10-01,Nova Scotia,2016A000212,v9,4,762000
1967-10-01,New Brunswick,2016A000213,v10,5,622000
1967-10-01,Quebec,2016A000224,v11,6,5888000
1967-10-01,Ontario,2016A000235,v12,7,7186000
1967-10-01,Manitoba,2016A000246,v13,8,966000
1967-10-01,Saskatchewan,2016A000247,v14,9,959000
1967-10-01,Alberta,2016A000248,v15,10,1501000
1967-10-01,British Columbia,2016A000259,v3,11,1970000
1967-10-01,Yukon,2016A000260,v4,12,15000
1967-10-01,Northwest Territories including Nunavut,,v5,13,29000
1968-01-01,Canada,2016A000011124,v1,1,20581000
1968-01-01,Newfoundland and Labrador,2016A000210,v2,2,503000
1968-01-01,Prince Edward Island,2016A000211,v8,3,110000
1968-01-01,Nova Scotia,2016A000212,v9,4,764000
1968-01-01,New Brunswick,2016A000213,v10,5,623000
1968-01-01,Quebec,2016A000224,v11,6,5902000
1968-01-01,Ontario,2016A000235,v12,7,7213000
1968-01-01,Manitoba,2016A000246,v13,8,966000
1968-01-01,Saskatchewan,2016A000247,v14,9,957000
1968-01-01,Alberta,2016A000248,v15,10,1510000
1968-01-01,British Columbia,2016A000259,v3,11,1988000
1968-01-01,Yukon,2016A000260,v4,12,15000
1968-01-01,Northwest Territories including Nunavut,,v5,13,30000
1968-04-01,Canada,2016A000011124,v1,1,20644000
1968-04-01,Newfoundland and Labrador,2016A000210,v2,2,505000
1968-04-01,Prince Edward Island,2016A000211,v8,3,110000
1968-04-01,Nova Scotia,2016A000212,v9,4,765000
1968-04-01,New Brunswick,2016A000213,v10,5,624000
1968-04-01,Quebec,2016A000224,v11,6,5916000
1968-04-01,Ontario,2016A000235,v12,7,7238000
1968-04-01,Manitoba,2016A000246,v13,8,968000
1968-04-01,Saskatchewan,2016A000247,v14,9,959000
1968-04-01,Alberta,2016A000248,v15,10,1518000
